QR_code,QC,QC_code,ID,Name_x,R,Date,Wave,Name_y,Country,Box_No,Position_Row_No,wave,timepoint,date_scanned,device,path
IGG7CXFFCL,,,6180,TÃ„L-07,11,10.12.2023,11,T L_07,SWE,2,D16,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\IGG7CXFFCL
O6TG0SBIB7,,,6180,TÃ„L-07,12,10.12.2023,11,T L_07,SWE,2,D16,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\O6TG0SBIB7
MY99GPA661,,,6217,TFÃ„-07,1,10.12.2023,11,TF _07,SWE,2,C18,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\MY99GPA661
BX8QOXCN70,,,6217,TFÃ„-07,2,10.12.2023,11,TF _07,SWE,2,C18,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\BX8QOXCN70
9VWYA3NMNW,,,6217,TFÃ„-07,3,10.12.2023,11,TF _07,SWE,2,C18,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\9VWYA3NMNW
TCR01JI3QU,,,6217,TFÃ„-07,4,10.12.2023,11,TF _07,SWE,2,C18,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\TCR01JI3QU
E6W0XSJWVK,,,6217,TFÃ„-07,5,10.12.2023,11,TF _07,SWE,2,C18,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\E6W0XSJWVK
2J5PX8APCQ,,,6217,TFÃ„-07,6,10.12.2023,11,TF _07,SWE,2,C18,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\2J5PX8APCQ
MASCQMHIE5,,,6217,TFÃ„-07,7,10.12.2023,11,TF _07,SWE,2,C18,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\MASCQMHIE5
OOHKUD8GFH,,,6217,TFÃ„-07,8,10.12.2023,11,TF _07,SWE,2,C18,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\OOHKUD8GFH
3FUC1MR9UQ,,,6217,TFÃ„-07,9,10.12.2023,11,TF _07,SWE,2,C18,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\3FUC1MR9UQ
3YIOI9HI3M,,,6217,TFÃ„-07,10,10.12.2023,11,TF _07,SWE,2,C18,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\3YIOI9HI3M
3IEWIEJ4YH,,,6217,TFÃ„-07,11,10.12.2023,11,TF _07,SWE,2,C18,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\3IEWIEJ4YH
6CTUYKY0XO,,,6217,TFÃ„-07,12,10.12.2023,11,TF _07,SWE,2,C18,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\6CTUYKY0XO
3RHOPZE9BB,,,6240,TOM-06,1,10.12.2023,11,TOM_06,SWE,2,C19,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\3RHOPZE9BB
U83GKORDYN,,,6240,TOM-06,2,10.12.2023,11,TOM_06,SWE,2,C19,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\U83GKORDYN
71Q12YQV7O,,,6240,TOM-06,3,10.12.2023,11,TOM_06,SWE,2,C19,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\71Q12YQV7O
K4UFJ9LLBA,,,6240,TOM-06,4,10.12.2023,11,TOM_06,SWE,2,C19,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\K4UFJ9LLBA
BH3PN4UTL2,,,6240,TOM-06,5,10.12.2023,11,TOM_06,SWE,2,C19,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\BH3PN4UTL2
RPE8SWMJT6,,,6240,TOM-06,6,10.12.2023,11,TOM_06,SWE,2,C19,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\RPE8SWMJT6
IDQ4GR4PI6,,,6240,TOM-06,7,10.12.2023,11,TOM_06,SWE,2,C19,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\IDQ4GR4PI6
9HXCLOBEV1,,,6240,TOM-06,8,10.12.2023,11,TOM_06,SWE,2,C19,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\9HXCLOBEV1
0LP4VYPDR8,,,6240,TOM-06,9,10.12.2023,11,TOM_06,SWE,2,C19,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\0LP4VYPDR8
SU5AJQU2TK,,,6240,TOM-06,10,10.12.2023,11,TOM_06,SWE,2,C19,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\SU5AJQU2TK
J32T184VAH,,,6240,TOM-06,11,10.12.2023,11,TOM_06,SWE,2,C19,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\J32T184VAH
6JIYAQ5XT0,,,6240,TOM-06,12,10.12.2023,11,TOM_06,SWE,2,C19,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\6JIYAQ5XT0
ONCT8TY5BM,,,6258,TV-10,1,10.12.2023,11,TV_10,SWE,3,B2,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\ONCT8TY5BM
67AZYW9YQ2,,,6258,TV-10,2,10.12.2023,11,TV_10,SWE,3,B2,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\67AZYW9YQ2
YX9D4HOM1T,,,6258,TV-10,3,10.12.2023,11,TV_10,SWE,3,B2,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\YX9D4HOM1T
SRAXPNRNNF,,,6258,TV-10,4,10.12.2023,11,TV_10,SWE,3,B2,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\SRAXPNRNNF
QBWYIKGQZJ,,,6258,TV-10,5,10.12.2023,11,TV_10,SWE,3,B2,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\QBWYIKGQZJ
SS7C5UDKH0,,,6258,TV-10,6,10.12.2023,11,TV_10,SWE,3,B2,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\SS7C5UDKH0
AFRO2F26LB,,,6258,TV-10,7,10.12.2023,11,TV_10,SWE,3,B2,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\AFRO2F26LB
5WS8X7AAGC,,,6258,TV-10,8,10.12.2023,11,TV_10,SWE,3,B2,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\5WS8X7AAGC
7CPHZRQ3B4,,,6258,TV-10,9,10.12.2023,11,TV_10,SWE,3,B2,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\7CPHZRQ3B4
QOC3K7KRZL,,,6258,TV-10,10,10.12.2023,11,TV_10,SWE,3,B2,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\QOC3K7KRZL
C0XSWYUHZE,,,6258,TV-10,11,10.12.2023,11,TV_10,SWE,3,B2,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\C0XSWYUHZE
6DE1CY4D41,,,6258,TV-10,12,10.12.2023,11,TV_10,SWE,3,B2,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\6DE1CY4D41
5LE5XPGWHS,,,8307,Hovdala-6,1,10.12.2023,11,Hovdala_6,SWE,4,J14,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\5LE5XPGWHS
CYDF93ATCD,,,8307,Hovdala-6,2,10.12.2023,11,Hovdala_6,SWE,4,J14,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\CYDF93ATCD
IWA03KPI4K,,,8307,Hovdala-6,3,10.12.2023,11,Hovdala_6,SWE,4,J14,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\IWA03KPI4K
EW3QIIXO8H,,,8307,Hovdala-6,4,10.12.2023,11,Hovdala_6,SWE,4,J14,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\EW3QIIXO8H
IEI6MXJ99I,,,8307,Hovdala-6,5,10.12.2023,11,Hovdala_6,SWE,4,J14,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\IEI6MXJ99I
L65U8TL909,,,8307,Hovdala-6,6,10.12.2023,11,Hovdala_6,SWE,4,J14,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\L65U8TL909
10GMIT2UJB,,,8307,Hovdala-6,7,10.12.2023,11,Hovdala_6,SWE,4,J14,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\10GMIT2UJB
WNKM7WNNL5,,,8307,Hovdala-6,8,10.12.2023,11,Hovdala_6,SWE,4,J14,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\WNKM7WNNL5
BI8592Y0TP,,,8307,Hovdala-6,9,10.12.2023,11,Hovdala_6,SWE,4,J14,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\BI8592Y0TP
H3Q7MW29DX,,,8307,Hovdala-6,10,10.12.2023,11,Hovdala_6,SWE,4,J14,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\H3Q7MW29DX
L6O7CZ8NOP,,,8307,Hovdala-6,11,10.12.2023,11,Hovdala_6,SWE,4,J14,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\L6O7CZ8NOP
06PB4I5X0M,,,8307,Hovdala-6,12,10.12.2023,11,Hovdala_6,SWE,4,J14,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\06PB4I5X0M
NQ7YRDWH8A,,,8357,Pla-0,1,10.12.2023,11,Pla_0,ESP,4,B16,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\NQ7YRDWH8A
KD30K64WP2,,,8357,Pla-0,2,10.12.2023,11,Pla_0,ESP,4,B16,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\KD30K64WP2
FJQN4PDT3B,,,8357,Pla-0,3,10.12.2023,11,Pla_0,ESP,4,B16,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\FJQN4PDT3B
X6Q45B014I,,,8357,Pla-0,4,10.12.2023,11,Pla_0,ESP,4,B16,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\X6Q45B014I
IB85MP8ZBI,,,8357,Pla-0,5,10.12.2023,11,Pla_0,ESP,4,B16,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\IB85MP8ZBI
Y7RKAQJ3LM,,,8357,Pla-0,6,10.12.2023,11,Pla_0,ESP,4,B16,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\Y7RKAQJ3LM
83PHKGSOU3,,,8357,Pla-0,7,10.12.2023,11,Pla_0,ESP,4,B16,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\83PHKGSOU3
2P1CEXNZ5C,,,8357,Pla-0,8,10.12.2023,11,Pla_0,ESP,4,B16,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\2P1CEXNZ5C
XAK5ERKLP7,,,8357,Pla-0,9,10.12.2023,11,Pla_0,ESP,4,B16,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\XAK5ERKLP7
KB3FPNPNWI,,,8357,Pla-0,10,10.12.2023,11,Pla_0,ESP,4,B16,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\KB3FPNPNWI
U18QRGQEGB,,,8357,Pla-0,11,10.12.2023,11,Pla_0,ESP,4,B16,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\U18QRGQEGB
JPNGSNR8HK,,,8357,Pla-0,12,10.12.2023,11,Pla_0,ESP,4,B16,11,20,11/1/2023,FastScanner,Images\W11\Day_20_11-1-2023_FastScanner\JPNGSNR8HK
HJOTUUOEU7,,,6909,Col-0,1,10.26.2023,12,Col_0,USA,3,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\HJOTUUOEU7
JPCCJIA2DE,,,6909,Col-0,2,10.26.2023,12,Col_0,USA,3,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\JPCCJIA2DE
JEHKMRZEC1,,,6909,Col-0,3,10.26.2023,12,Col_0,USA,3,F5,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\JEHKMRZEC1
O3NVS21X8A,,,6909,Col-0,4,10.26.2023,12,Col_0,USA,3,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\O3NVS21X8A
S9ENP5PBZO,,,6909,Col-0,5,10.26.2023,12,Col_0,USA,3,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\S9ENP5PBZO
6476DT0MMP,,,6909,Col-0,6,10.26.2023,12,Col_0,USA,3,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\6476DT0MMP
ZD105RJCJQ,,,6909,Col-0,7,10.26.2023,12,Col_0,USA,3,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\ZD105RJCJQ
J11EC7R7LM,,,6909,Col-0,8,10.26.2023,12,Col_0,USA,3,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\J11EC7R7LM
SX47S8GH49,,,6909,Col-0,9,10.26.2023,12,Col_0,USA,3,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\SX47S8GH49
A4C4HVR6LX,,,6909,Col-0,10,10.26.2023,12,Col_0,USA,3,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\A4C4HVR6LX
FUCSOU9M6V,,,6909,Col-0,11,10.26.2023,12,Col_0,USA,3,F5,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\FUCSOU9M6V
0AGUAODJNU,,,6909,Col-0,12,10.26.2023,12,Col_0,USA,3,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\0AGUAODJNU
GSATWRWTNG,,,6017,Eds-9,1,10.26.2023,12,Eds_9,SWE,2,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\GSATWRWTNG
8K8I3V3DYH,,,6017,Eds-9,2,10.26.2023,12,Eds_9,SWE,2,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\8K8I3V3DYH
WV8JMYN7ED,,,6017,Eds-9,3,10.26.2023,12,Eds_9,SWE,2,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\WV8JMYN7ED
AUSFRZ3O32,,,6017,Eds-9,4,10.26.2023,12,Eds_9,SWE,2,F5,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\AUSFRZ3O32
HX4IVOI8YQ,,,6017,Eds-9,5,10.26.2023,12,Eds_9,SWE,2,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\HX4IVOI8YQ
IVGG7X2D03,,,6017,Eds-9,6,10.26.2023,12,Eds_9,SWE,2,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\IVGG7X2D03
UDD0JE9HT8,,,6017,Eds-9,7,10.26.2023,12,Eds_9,SWE,2,F5,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\UDD0JE9HT8
KQTXEZS9DC,,,6017,Eds-9,8,10.26.2023,12,Eds_9,SWE,2,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\KQTXEZS9DC
8FC5DSMK4P,,,6017,Eds-9,9,10.26.2023,12,Eds_9,SWE,2,F5,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\8FC5DSMK4P
SP8JM3O79R,,,6017,Eds-9,10,10.26.2023,12,Eds_9,SWE,2,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\SP8JM3O79R
3D06GHB6D1,,,6017,Eds-9,11,10.26.2023,12,Eds_9,SWE,2,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\3D06GHB6D1
JMKKC00B78,,,6017,Eds-9,12,10.26.2023,12,Eds_9,SWE,2,F5,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\JMKKC00B78
F5SB87O4FO,,,6023,Fly2-1,1,10.26.2023,12,Fly2_1,SWE,2,C6,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\F5SB87O4FO
6FMBISWEVR,,,6023,Fly2-1,2,10.26.2023,12,Fly2_1,SWE,2,C6,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\6FMBISWEVR
2ETONN6JRX,,,6023,Fly2-1,3,10.26.2023,12,Fly2_1,SWE,2,C6,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\2ETONN6JRX
939XO99RDV,,,6023,Fly2-1,4,10.26.2023,12,Fly2_1,SWE,2,C6,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\939XO99RDV
QMDX9OG4H3,,,6023,Fly2-1,5,10.26.2023,12,Fly2_1,SWE,2,C6,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\QMDX9OG4H3
CERFCMZQ2I,,,6023,Fly2-1,6,10.26.2023,12,Fly2_1,SWE,2,C6,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\CERFCMZQ2I
OAL84EXDNF,,,6023,Fly2-1,7,10.26.2023,12,Fly2_1,SWE,2,C6,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\OAL84EXDNF
6KWR9M5EQ7,,,6023,Fly2-1,8,10.26.2023,12,Fly2_1,SWE,2,C6,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\6KWR9M5EQ7
8O0P79BQF1,,,6023,Fly2-1,9,10.26.2023,12,Fly2_1,SWE,2,C6,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\8O0P79BQF1
PKS5QQI5ZW,,,6023,Fly2-1,10,10.26.2023,12,Fly2_1,SWE,2,C6,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\PKS5QQI5ZW
U3JHC9ZU6U,,,6023,Fly2-1,11,10.26.2023,12,Fly2_1,SWE,2,C6,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\U3JHC9ZU6U
LHMZIT78FB,,,6023,Fly2-1,12,10.26.2023,12,Fly2_1,SWE,2,C6,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\LHMZIT78FB
AQYAOLYO9S,,,6195,TDr-9,1,10.26.2023,12,TDr_9,SWE,2,D17,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\AQYAOLYO9S
D63FV9NN0T,,,6195,TDr-9,2,10.26.2023,12,TDr_9,SWE,2,D17,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\D63FV9NN0T
GO3526NAY0,,,6195,TDr-9,3,10.26.2023,12,TDr_9,SWE,2,D17,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\GO3526NAY0
XMFFXYFKQG,,,6195,TDr-9,4,10.26.2023,12,TDr_9,SWE,2,D17,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\XMFFXYFKQG
B7602SG5H8,,,6195,TDr-9,5,10.26.2023,12,TDr_9,SWE,2,D17,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\B7602SG5H8
JY932BMOMW,,,6195,TDr-9,6,10.26.2023,12,TDr_9,SWE,2,D17,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\JY932BMOMW
GDZUJQI2QM,,,6195,TDr-9,7,10.26.2023,12,TDr_9,SWE,2,D17,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\GDZUJQI2QM
88UDXEVO51,,,6195,TDr-9,8,10.26.2023,12,TDr_9,SWE,2,D17,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\88UDXEVO51
BPH2OC5A5Q,,,6195,TDr-9,9,10.26.2023,12,TDr_9,SWE,2,D17,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\BPH2OC5A5Q
85JCXEV38G,,,6195,TDr-9,10,10.26.2023,12,TDr_9,SWE,2,D17,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\85JCXEV38G
5F2EQT426H,,,6195,TDr-9,11,10.26.2023,12,TDr_9,SWE,2,D17,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\5F2EQT426H
NNP5FYBUYD,,,6195,TDr-9,12,10.26.2023,12,TDr_9,SWE,2,D17,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\NNP5FYBUYD
Q9CYHDK6F3,,,6201,TDr-16,1,10.26.2023,12,TDr_16,SWE,2,E17,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\Q9CYHDK6F3
Q5423GY6J6,,,6201,TDr-16,2,10.26.2023,12,TDr_16,SWE,2,E17,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\Q5423GY6J6
4Y7L2805O0,,,6201,TDr-16,3,10.26.2023,12,TDr_16,SWE,2,E17,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\4Y7L2805O0
3PDPXINE33,,,6201,TDr-16,4,10.26.2023,12,TDr_16,SWE,2,E17,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\3PDPXINE33
H5EKZIC95B,,,6201,TDr-16,5,10.26.2023,12,TDr_16,SWE,2,E17,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\H5EKZIC95B
79M34GADAD,,,6201,TDr-16,6,10.26.2023,12,TDr_16,SWE,2,E17,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\79M34GADAD
H7E1S8QOH6,,,6201,TDr-16,7,10.26.2023,12,TDr_16,SWE,2,E17,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\H7E1S8QOH6
P34X764878,,,6201,TDr-16,8,10.26.2023,12,TDr_16,SWE,2,E17,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\P34X764878
Q3MBMAKJWH,,,6201,TDr-16,9,10.26.2023,12,TDr_16,SWE,2,E17,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\Q3MBMAKJWH
GDRT0V8X4H,,,6201,TDr-16,10,10.26.2023,12,TDr_16,SWE,2,E17,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\GDRT0V8X4H
OTR33YGNPP,,,6201,TDr-16,11,10.26.2023,12,TDr_16,SWE,2,E17,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\OTR33YGNPP
Y1HZ7763YR,,,6201,TDr-16,12,10.26.2023,12,TDr_16,SWE,2,E17,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\Y1HZ7763YR
VAWLMJRS9K,,,6973,Ull2-3,1,10.26.2023,12,Ull2_3,SWE,3,B10,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\VAWLMJRS9K
99Y7BMXBKL,,,6973,Ull2-3,2,10.26.2023,12,Ull2_3,SWE,3,B10,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\99Y7BMXBKL
6H29UQRXD9,,,6973,Ull2-3,3,10.26.2023,12,Ull2_3,SWE,3,B10,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\6H29UQRXD9
K5K8UV1BN4,,,6973,Ull2-3,4,10.26.2023,12,Ull2_3,SWE,3,B10,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\K5K8UV1BN4
UESZ8DC9YS,,,6973,Ull2-3,5,10.26.2023,12,Ull2_3,SWE,3,B10,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\UESZ8DC9YS
4VBL72I8M7,,,6973,Ull2-3,6,10.26.2023,12,Ull2_3,SWE,3,B10,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\4VBL72I8M7
V59FXMBALS,,,6973,Ull2-3,7,10.26.2023,12,Ull2_3,SWE,3,B10,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\V59FXMBALS
HF55MVP5VP,,,6973,Ull2-3,8,10.26.2023,12,Ull2_3,SWE,3,B10,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\HF55MVP5VP
T2H0WDMLD3,,,6973,Ull2-3,9,10.26.2023,12,Ull2_3,SWE,3,B10,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\T2H0WDMLD3
RQ64XZCURC,,,6973,Ull2-3,10,10.26.2023,12,Ull2_3,SWE,3,B10,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\RQ64XZCURC
LJPX52PREU,,,6973,Ull2-3,11,10.26.2023,12,Ull2_3,SWE,3,B10,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\LJPX52PREU
YXAZR3M8PQ,,,6973,Ull2-3,12,10.26.2023,12,Ull2_3,SWE,3,B10,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\YXAZR3M8PQ
7IK1K5JB57,,,8234,Gul1-2,1,10.26.2023,12,Gul1_2,SWE,4,B12,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\7IK1K5JB57
IDDW6W71UL,,,8234,Gul1-2,2,10.26.2023,12,Gul1_2,SWE,4,B12,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\IDDW6W71UL
CVKIELJDB9,,,8234,Gul1-2,3,10.26.2023,12,Gul1_2,SWE,4,B12,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\CVKIELJDB9
E40RCZYBAC,,,8234,Gul1-2,4,10.26.2023,12,Gul1_2,SWE,4,B12,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\E40RCZYBAC
H9I1QAGM35,,,8234,Gul1-2,5,10.26.2023,12,Gul1_2,SWE,4,B12,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\H9I1QAGM35
WGDSDJY178,,,8234,Gul1-2,6,10.26.2023,12,Gul1_2,SWE,4,B12,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\WGDSDJY178
WJT1P8J4TL,,,8234,Gul1-2,7,10.26.2023,12,Gul1_2,SWE,4,B12,12,20,#########,SlowScanner,Images\W12\Day_20_11-15-2023_SlowScanner\WJT1P8J4TL
XRY28VPQS5,,,8234,Gul1-2,8,10.26.2023,12,Gul1_2,SWE,4,B12,12,20,#########,FastScanner,Images\W12\Day_20_11-15-2023_FastScanner\XRY28VPQS5
